"book_name","department","study_level","read_count"
"Broca's Brain","PSYCHOLOGY","UNDERGRAD",25
"Broca's Brain","STATISTICS","GRAD",27
"Broca's Brain","STATISTICS","UNDERGRAD",15
"Burning Bright","COMPUTER_SCIENCE","GRAD",22
"Burning Bright","COMPUTER_SCIENCE","UNDERGRAD",25
"Burning Bright","DANCE","GRAD",19
"Burning Bright","DANCE","UNDERGRAD",20
"Burning Bright","ECONOMICS","GRAD",24
"Burning Bright","ECONOMICS","UNDERGRAD",20
"Burning Bright","ENGLISH","GRAD",20
"Burning Bright","ENGLISH","UNDERGRAD",12
"Burning Bright","MATHEMATICS","GRAD",16
"Burning Bright","MATHEMATICS","UNDERGRAD",28
"Burning Bright","POLITICAL_SCIENCE","GRAD",20
"Burning Bright","POLITICAL_SCIENCE","UNDERGRAD",24
"Burning Bright","PSYCHOLOGY","GRAD",24
"Burning Bright","PSYCHOLOGY","UNDERGRAD",31
"Burning Bright","STATISTICS","GRAD",21
"Burning Bright","STATISTICS","UNDERGRAD",9
"Case of the Lame Canary, The","COMPUTER_SCIENCE","GRAD",26
"Case of the Lame Canary, The","COMPUTER_SCIENCE","UNDERGRAD",17
"Case of the Lame Canary, The","DANCE","GRAD",10
"Case of the Lame Canary, The","DANCE","UNDERGRAD",23
"Case of the Lame Canary, The","ECONOMICS","GRAD",25
"Case of the Lame Canary, The","ECONOMICS","UNDERGRAD",17
"Case of the Lame Canary, The","ENGLISH","GRAD",24
"Case of the Lame Canary, The","ENGLISH","UNDERGRAD",15
"Case of the Lame Canary, The","MATHEMATICS","GRAD",18
"Case of the Lame Canary, The","MATHEMATICS","UNDERGRAD",14
"Case of the Lame Canary, The","POLITICAL_SCIENCE","GRAD",24
"Case of the Lame Canary, The","POLITICAL_SCIENCE","UNDERGRAD",26
"Case of the Lame Canary, The","PSYCHOLOGY","GRAD",21
"Case of the Lame Canary, The","PSYCHOLOGY","UNDERGRAD",24
"Case of the Lame Canary, The","STATISTICS","GRAD",15
"Case of the Lame Canary, The","STATISTICS","UNDERGRAD",21
"Catch 22","COMPUTER_SCIENCE","GRAD",30
"Catch 22","COMPUTER_SCIENCE","UNDERGRAD",17
"Catch 22","DANCE","GRAD",11
"Catch 22","DANCE","UNDERGRAD",25
"Catch 22","ECONOMICS","GRAD",22
"Catch 22","ECONOMICS","UNDERGRAD",15
"Catch 22","ENGLISH","GRAD",25
"Catch 22","ENGLISH","UNDERGRAD",11
"Catch 22","MATHEMATICS","GRAD",12
"Catch 22","MATHEMATICS","UNDERGRAD",18
"Catch 22","POLITICAL_SCIENCE","GRAD",17
"Catch 22","POLITICAL_SCIENCE","UNDERGRAD",23
"Catch 22","PSYCHOLOGY","GRAD",14
"Catch 22","PSYCHOLOGY","UNDERGRAD",17
"Catch 22","STATISTICS","GRAD",28
"Catch 22","STATISTICS","UNDERGRAD",25
"Cathedral and the Bazaar, The","COMPUTER_SCIENCE","GRAD",29
"Cathedral and the Bazaar, The","COMPUTER_SCIENCE","UNDERGRAD",16
"Cathedral and the Bazaar, The","DANCE","GRAD",15
"Cathedral and the Bazaar, The","DANCE","UNDERGRAD",19
"Cathedral and the Bazaar, The","ECONOMICS","GRAD",15
"Cathedral and the Bazaar, The","ECONOMICS","UNDERGRAD",22
"Cathedral and the Bazaar, The","ENGLISH","GRAD",22
"Cathedral and the Bazaar, The","ENGLISH","UNDERGRAD",14
"Cathedral and the Bazaar, The","MATHEMATICS","GRAD",16
"Cathedral and the Bazaar, The","MATHEMATICS","UNDERGRAD",23
"Cathedral and the Bazaar, The","POLITICAL_SCIENCE","GRAD",13
"Cathedral and the Bazaar, The","POLITICAL_SCIENCE","UNDERGRAD",23
"Cathedral and the Bazaar, The","PSYCHOLOGY","GRAD",22
"Cathedral and the Bazaar, The","PSYCHOLOGY","UNDERGRAD",21
"Cathedral and the Bazaar, The","STATISTICS","GRAD",32
"Cathedral and the Bazaar, The","STATISTICS","UNDERGRAD",17
"Char Shabda","COMPUTER_SCIENCE","GRAD",34
"Char Shabda","COMPUTER_SCIENCE","UNDERGRAD",17
"Char Shabda","DANCE","GRAD",14
"Char Shabda","DANCE","UNDERGRAD",18
"Char Shabda","ECONOMICS","GRAD",18
"Char Shabda","ECONOMICS","UNDERGRAD",20
"Char Shabda","ENGLISH","GRAD",26
"Char Shabda","ENGLISH","UNDERGRAD",25
"Char Shabda","MATHEMATICS","GRAD",13
"Char Shabda","MATHEMATICS","UNDERGRAD",24
"Char Shabda","POLITICAL_SCIENCE","GRAD",28
"Char Shabda","POLITICAL_SCIENCE","UNDERGRAD",30
"Char Shabda","PSYCHOLOGY","GRAD",30
"Char Shabda","PSYCHOLOGY","UNDERGRAD",15
"Char Shabda","STATISTICS","GRAD",26
"Char Shabda","STATISTICS","UNDERGRAD",26
"Christmas Carol, A","COMPUTER_SCIENCE","GRAD",32
"Christmas Carol, A","COMPUTER_SCIENCE","UNDERGRAD",22
"Christmas Carol, A","DANCE","GRAD",19
"Christmas Carol, A","DANCE","UNDERGRAD",22
"Christmas Carol, A","ECONOMICS","GRAD",22
"Christmas Carol, A","ECONOMICS","UNDERGRAD",27
"Christmas Carol, A","ENGLISH","GRAD",17
"Christmas Carol, A","ENGLISH","UNDERGRAD",17
"Christmas Carol, A","MATHEMATICS","GRAD",20
"Christmas Carol, A","MATHEMATICS","UNDERGRAD",22
"Christmas Carol, A","POLITICAL_SCIENCE","GRAD",24
"Christmas Carol, A","POLITICAL_SCIENCE","UNDERGRAD",20
"Christmas Carol, A","PSYCHOLOGY","GRAD",23
"Christmas Carol, A","PSYCHOLOGY","UNDERGRAD",22
"Christmas Carol, A","STATISTICS","GRAD",23
"Christmas Carol, A","STATISTICS","UNDERGRAD",20
"City of Djinns","COMPUTER_SCIENCE","GRAD",27
"City of Djinns","COMPUTER_SCIENCE","UNDERGRAD",22
"City of Djinns","DANCE","GRAD",12
"City of Djinns","DANCE","UNDERGRAD",22
"City of Djinns","ECONOMICS","GRAD",28
"City of Djinns","ECONOMICS","UNDERGRAD",26
"City of Djinns","ENGLISH","GRAD",19
"City of Djinns","ENGLISH","UNDERGRAD",19
"City of Djinns","MATHEMATICS","GRAD",19
"City of Djinns","MATHEMATICS","UNDERGRAD",23
"City of Djinns","POLITICAL_SCIENCE","GRAD",15
"City of Djinns","POLITICAL_SCIENCE","UNDERGRAD",31
"City of Djinns","PSYCHOLOGY","GRAD",25
"City of Djinns","PSYCHOLOGY","UNDERGRAD",22
"City of Djinns","STATISTICS","GRAD",23
"City of Djinns","STATISTICS","UNDERGRAD",27
"City of Joy, The","COMPUTER_SCIENCE","GRAD",23
"City of Joy, The","COMPUTER_SCIENCE","UNDERGRAD",18
"City of Joy, The","DANCE","GRAD",19
"City of Joy, The","DANCE","UNDERGRAD",23
"City of Joy, The","ECONOMICS","GRAD",20
"City of Joy, The","ECONOMICS","UNDERGRAD",20
"City of Joy, The","ENGLISH","GRAD",14
"City of Joy, The","ENGLISH","UNDERGRAD",17
"City of Joy, The","MATHEMATICS","GRAD",19
"City of Joy, The","MATHEMATICS","UNDERGRAD",30
"City of Joy, The","POLITICAL_SCIENCE","GRAD",29
"City of Joy, The","POLITICAL_SCIENCE","UNDERGRAD",22
"City of Joy, The","PSYCHOLOGY","GRAD",21
"City of Joy, The","PSYCHOLOGY","UNDERGRAD",29
"City of Joy, The","STATISTICS","GRAD",30
"City of Joy, The","STATISTICS","UNDERGRAD",18
"Clash of Civilizations and Remaking of the World Order","COMPUTER_SCIENCE","GRAD",31
"Clash of Civilizations and Remaking of the World Order","COMPUTER_SCIENCE","UNDERGRAD",13
"Clash of Civilizations and Remaking of the World Order","DANCE","GRAD",16
"Clash of Civilizations and Remaking of the World Order","DANCE","UNDERGRAD",16
"Clash of Civilizations and Remaking of the World Order","ECONOMICS","GRAD",18
"Clash of Civilizations and Remaking of the World Order","ECONOMICS","UNDERGRAD",22
"Clash of Civilizations and Remaking of the World Order","ENGLISH","GRAD",20
"Clash of Civilizations and Remaking of the World Order","ENGLISH","UNDERGRAD",15
"Clash of Civilizations and Remaking of the World Order","MATHEMATICS","GRAD",10
"Clash of Civilizations and Remaking of the World Order","MATHEMATICS","UNDERGRAD",18
"Clash of Civilizations and Remaking of the World Order","POLITICAL_SCIENCE","GRAD",17
"Clash of Civilizations and Remaking of the World Order","POLITICAL_SCIENCE","UNDERGRAD",30
"Clash of Civilizations and Remaking of the World Order","PSYCHOLOGY","GRAD",19
"Clash of Civilizations and Remaking of the World Order","PSYCHOLOGY","UNDERGRAD",27
"Clash of Civilizations and Remaking of the World Order","STATISTICS","GRAD",19
"Clash of Civilizations and Remaking of the World Order","STATISTICS","UNDERGRAD",20
"Code Book, The","COMPUTER_SCIENCE","GRAD",31
"Code Book, The","COMPUTER_SCIENCE","UNDERGRAD",24
"Code Book, The","DANCE","GRAD",18
"Code Book, The","DANCE","UNDERGRAD",22
"Code Book, The","ECONOMICS","GRAD",21
"Code Book, The","ECONOMICS","UNDERGRAD",23
"Code Book, The","ENGLISH","GRAD",15
"Code Book, The","ENGLISH","UNDERGRAD",11
"Code Book, The","MATHEMATICS","GRAD",15
"Code Book, The","MATHEMATICS","UNDERGRAD",23
"Code Book, The","POLITICAL_SCIENCE","GRAD",18
"Code Book, The","POLITICAL_SCIENCE","UNDERGRAD",19
"Code Book, The","PSYCHOLOGY","GRAD",17
"Code Book, The","PSYCHOLOGY","UNDERGRAD",19
"Code Book, The","STATISTICS","GRAD",25
"Code Book, The","STATISTICS","UNDERGRAD",24
"Complete Mastermind, The","COMPUTER_SCIENCE","GRAD",21
"Complete Mastermind, The","COMPUTER_SCIENCE","UNDERGRAD",18
"Complete Mastermind, The","DANCE","GRAD",9
"Complete Mastermind, The","DANCE","UNDERGRAD",21
"Complete Mastermind, The","ECONOMICS","GRAD",24
"Complete Mastermind, The","ECONOMICS","UNDERGRAD",26
"Complete Mastermind, The","ENGLISH","GRAD",16
"Complete Mastermind, The","ENGLISH","UNDERGRAD",19
"Complete Mastermind, The","MATHEMATICS","GRAD",21
"Complete Mastermind, The","MATHEMATICS","UNDERGRAD",20
"Complete Mastermind, The","POLITICAL_SCIENCE","GRAD",22
"Complete Mastermind, The","POLITICAL_SCIENCE","UNDERGRAD",18
"Complete Mastermind, The","PSYCHOLOGY","GRAD",31
"Complete Mastermind, The","PSYCHOLOGY","UNDERGRAD",22
"Complete Mastermind, The","STATISTICS","GRAD",28
"Complete Mastermind, The","STATISTICS","UNDERGRAD",15
"Complete Sherlock Holmes, The - Vol I","COMPUTER_SCIENCE","GRAD",30
"Complete Sherlock Holmes, The - Vol I","COMPUTER_SCIENCE","UNDERGRAD",19
"Complete Sherlock Holmes, The - Vol I","DANCE","GRAD",12
"Complete Sherlock Holmes, The - Vol I","DANCE","UNDERGRAD",18
"Complete Sherlock Holmes, The - Vol I","ECONOMICS","GRAD",21
"Complete Sherlock Holmes, The - Vol I","ECONOMICS","UNDERGRAD",20
"Complete Sherlock Holmes, The - Vol I","ENGLISH","GRAD",23
"Complete Sherlock Holmes, The - Vol I","ENGLISH","UNDERGRAD",13
"Complete Sherlock Holmes, The - Vol I","MATHEMATICS","GRAD",15
"Complete Sherlock Holmes, The - Vol I","MATHEMATICS","UNDERGRAD",24
"Complete Sherlock Holmes, The - Vol I","POLITICAL_SCIENCE","GRAD",20
"Complete Sherlock Holmes, The - Vol I","POLITICAL_SCIENCE","UNDERGRAD",21
"Complete Sherlock Holmes, The - Vol I","PSYCHOLOGY","GRAD",26
"Complete Sherlock Holmes, The - Vol I","PSYCHOLOGY","UNDERGRAD",10
"Complete Sherlock Holmes, The - Vol I","STATISTICS","GRAD",30
"Complete Sherlock Holmes, The - Vol I","STATISTICS","UNDERGRAD",21
"Complete Sherlock Holmes, The - Vol II","COMPUTER_SCIENCE","GRAD",30
"Complete Sherlock Holmes, The - Vol II","COMPUTER_SCIENCE","UNDERGRAD",19
"Complete Sherlock Holmes, The - Vol II","DANCE","GRAD",12
"Complete Sherlock Holmes, The - Vol II","DANCE","UNDERGRAD",17
"Complete Sherlock Holmes, The - Vol II","ECONOMICS","GRAD",27
"Complete Sherlock Holmes, The - Vol II","ECONOMICS","UNDERGRAD",25
"Complete Sherlock Holmes, The - Vol II","ENGLISH","GRAD",14
"Complete Sherlock Holmes, The - Vol II","ENGLISH","UNDERGRAD",13
"Complete Sherlock Holmes, The - Vol II","MATHEMATICS","GRAD",26
"Complete Sherlock Holmes, The - Vol II","MATHEMATICS","UNDERGRAD",19
"Complete Sherlock Holmes, The - Vol II","POLITICAL_SCIENCE","GRAD",34
"Complete Sherlock Holmes, The - Vol II","POLITICAL_SCIENCE","UNDERGRAD",26
"Complete Sherlock Holmes, The - Vol II","PSYCHOLOGY","GRAD",29
"Complete Sherlock Holmes, The - Vol II","PSYCHOLOGY","UNDERGRAD",21
"Complete Sherlock Holmes, The - Vol II","STATISTICS","GRAD",28
"Complete Sherlock Holmes, The - Vol II","STATISTICS","UNDERGRAD",9
"Computer Architecture: A Quantitative Approach","COMPUTER_SCIENCE","GRAD",10
"Computer Architecture: A Quantitative Approach","COMPUTER_SCIENCE","UNDERGRAD",6
"Computer Architecture: A Quantitative Approach","DANCE","GRAD",8
"Computer Architecture: A Quantitative Approach","DANCE","UNDERGRAD",11
"Computer Architecture: A Quantitative Approach","ECONOMICS","GRAD",12
"Computer Architecture: A Quantitative Approach","ECONOMICS","UNDERGRAD",7
"Computer Architecture: A Quantitative Approach","ENGLISH","GRAD",5
"Computer Architecture: A Quantitative Approach","ENGLISH","UNDERGRAD",11
"Computer Architecture: A Quantitative Approach","MATHEMATICS","GRAD",5
"Computer Architecture: A Quantitative Approach","MATHEMATICS","UNDERGRAD",8
"Computer Architecture: A Quantitative Approach","POLITICAL_SCIENCE","GRAD",8
"Computer Architecture: A Quantitative Approach","POLITICAL_SCIENCE","UNDERGRAD",11
"Computer Architecture: A Quantitative Approach","PSYCHOLOGY","GRAD",6
"Computer Architecture: A Quantitative Approach","PSYCHOLOGY","UNDERGRAD",12
"Computer Architecture: A Quantitative Approach","STATISTICS","GRAD",7
"Computer Architecture: A Quantitative Approach","STATISTICS","UNDERGRAD",8
"Computer Vision, A Modern Approach","COMPUTER_SCIENCE","GRAD",24
"Computer Vision, A Modern Approach","COMPUTER_SCIENCE","UNDERGRAD",9
"Computer Vision, A Modern Approach","DANCE","GRAD",14
"Computer Vision, A Modern Approach","DANCE","UNDERGRAD",27
"Computer Vision, A Modern Approach","ECONOMICS","GRAD",22
"Computer Vision, A Modern Approach","ECONOMICS","UNDERGRAD",17
"Computer Vision, A Modern Approach","ENGLISH","GRAD",21
"Computer Vision, A Modern Approach","ENGLISH","UNDERGRAD",14
"Computer Vision, A Modern Approach","MATHEMATICS","GRAD",22
"Computer Vision, A Modern Approach","MATHEMATICS","UNDERGRAD",21
"Computer Vision, A Modern Approach","POLITICAL_SCIENCE","GRAD",21
"Computer Vision, A Modern Approach","POLITICAL_SCIENCE","UNDERGRAD",29
"Computer Vision, A Modern Approach","PSYCHOLOGY","GRAD",16
"Computer Vision, A Modern Approach","PSYCHOLOGY","UNDERGRAD",12
"Computer Vision, A Modern Approach","STATISTICS","GRAD",25
"Computer Vision, A Modern Approach","STATISTICS","UNDERGRAD",12
"Courtroom Genius, The","COMPUTER_SCIENCE","GRAD",21
"Courtroom Genius, The","COMPUTER_SCIENCE","UNDERGRAD",10
"Courtroom Genius, The","DANCE","GRAD",23
"Courtroom Genius, The","DANCE","UNDERGRAD",23
"Courtroom Genius, The","ECONOMICS","GRAD",17
"Courtroom Genius, The","ECONOMICS","UNDERGRAD",16
"Courtroom Genius, The","ENGLISH","GRAD",23
"Courtroom Genius, The","ENGLISH","UNDERGRAD",15
"Courtroom Genius, The","MATHEMATICS","GRAD",17
"Courtroom Genius, The","MATHEMATICS","UNDERGRAD",21
"Courtroom Genius, The","POLITICAL_SCIENCE","GRAD",23
"Courtroom Genius, The","POLITICAL_SCIENCE","UNDERGRAD",17
"Courtroom Genius, The","PSYCHOLOGY","GRAD",23
"Courtroom Genius, The","PSYCHOLOGY","UNDERGRAD",29
"Courtroom Genius, The","STATISTICS","GRAD",33
"Courtroom Genius, The","STATISTICS","UNDERGRAD",17
"Crime and Punishment","COMPUTER_SCIENCE","GRAD",22
"Crime and Punishment","COMPUTER_SCIENCE","UNDERGRAD",19
"Crime and Punishment","DANCE","GRAD",15
"Crime and Punishment","DANCE","UNDERGRAD",23
"Crime and Punishment","ECONOMICS","GRAD",19
"Crime and Punishment","ECONOMICS","UNDERGRAD",23
"Crime and Punishment","ENGLISH","GRAD",16
"Crime and Punishment","ENGLISH","UNDERGRAD",25
"Crime and Punishment","MATHEMATICS","GRAD",14
"Crime and Punishment","MATHEMATICS","UNDERGRAD",14
"Crime and Punishment","POLITICAL_SCIENCE","GRAD",23
"Crime and Punishment","POLITICAL_SCIENCE","UNDERGRAD",23
"Crime and Punishment","PSYCHOLOGY","GRAD",23
"Crime and Punishment","PSYCHOLOGY","UNDERGRAD",28
"Crime and Punishment","STATISTICS","GRAD",25
"Crime and Punishment","STATISTICS","UNDERGRAD",19
"Crisis on Infinite Earths","COMPUTER_SCIENCE","GRAD",26
"Crisis on Infinite Earths","COMPUTER_SCIENCE","UNDERGRAD",13
"Crisis on Infinite Earths","DANCE","GRAD",19
"Crisis on Infinite Earths","DANCE","UNDERGRAD",25
"Crisis on Infinite Earths","ECONOMICS","GRAD",24
"Crisis on Infinite Earths","ECONOMICS","UNDERGRAD",20
"Crisis on Infinite Earths","ENGLISH","GRAD",14
"Crisis on Infinite Earths","ENGLISH","UNDERGRAD",16
"Crisis on Infinite Earths","MATHEMATICS","GRAD",23
"Crisis on Infinite Earths","MATHEMATICS","UNDERGRAD",24
"Crisis on Infinite Earths","POLITICAL_SCIENCE","GRAD",25
"Crisis on Infinite Earths","POLITICAL_SCIENCE","UNDERGRAD",18
"Crisis on Infinite Earths","PSYCHOLOGY","GRAD",14
"Crisis on Infinite Earths","PSYCHOLOGY","UNDERGRAD",33
"Crisis on Infinite Earths","STATISTICS","GRAD",21
"Crisis on Infinite Earths","STATISTICS","UNDERGRAD",18
"Data Analysis with Open Source Tools","COMPUTER_SCIENCE","GRAD",24
"Data Analysis with Open Source Tools","COMPUTER_SCIENCE","UNDERGRAD",15
"Data Analysis with Open Source Tools","DANCE","GRAD",15
"Data Analysis with Open Source Tools","DANCE","UNDERGRAD",24
"Data Analysis with Open Source Tools","ECONOMICS","GRAD",15
"Data Analysis with Open Source Tools","ECONOMICS","UNDERGRAD",19
"Data Analysis with Open Source Tools","ENGLISH","GRAD",16
"Data Analysis with Open Source Tools","ENGLISH","UNDERGRAD",15
"Data Analysis with Open Source Tools","MATHEMATICS","GRAD",9
"Data Analysis with Open Source Tools","MATHEMATICS","UNDERGRAD",18
"Data Analysis with Open Source Tools","POLITICAL_SCIENCE","GRAD",21
"Data Analysis with Open Source Tools","POLITICAL_SCIENCE","UNDERGRAD",25
"Data Analysis with Open Source Tools","PSYCHOLOGY","GRAD",18
"Data Analysis with Open Source Tools","PSYCHOLOGY","UNDERGRAD",21
"Data Analysis with Open Source Tools","STATISTICS","GRAD",19
"Data Analysis with Open Source Tools","STATISTICS","UNDERGRAD",22
"Data Mining Handbook","COMPUTER_SCIENCE","GRAD",23
"Data Mining Handbook","COMPUTER_SCIENCE","UNDERGRAD",20
"Data Mining Handbook","DANCE","GRAD",22
"Data Mining Handbook","DANCE","UNDERGRAD",22
"Data Mining Handbook","ECONOMICS","GRAD",19
"Data Mining Handbook","ECONOMICS","UNDERGRAD",24
"Data Mining Handbook","ENGLISH","GRAD",26
"Data Mining Handbook","ENGLISH","UNDERGRAD",16
"Data Mining Handbook","MATHEMATICS","GRAD",26
"Data Mining Handbook","MATHEMATICS","UNDERGRAD",26
"Data Mining Handbook","POLITICAL_SCIENCE","GRAD",23
"Data Mining Handbook","POLITICAL_SCIENCE","UNDERGRAD",16
"Data Mining Handbook","PSYCHOLOGY","GRAD",19
"Data Mining Handbook","PSYCHOLOGY","UNDERGRAD",21
"Data Mining Handbook","STATISTICS","GRAD",26
"Data Mining Handbook","STATISTICS","UNDERGRAD",20
"Data Scientists at Work","COMPUTER_SCIENCE","GRAD",22
"Data Scientists at Work","COMPUTER_SCIENCE","UNDERGRAD",21
"Data Scientists at Work","DANCE","GRAD",13
"Data Scientists at Work","DANCE","UNDERGRAD",19
"Data Scientists at Work","ECONOMICS","GRAD",22
"Data Scientists at Work","ECONOMICS","UNDERGRAD",18
"Data Scientists at Work","ENGLISH","GRAD",21
"Data Scientists at Work","ENGLISH","UNDERGRAD",15
"Data Scientists at Work","MATHEMATICS","GRAD",17
"Data Scientists at Work","MATHEMATICS","UNDERGRAD",27
"Data Scientists at Work","POLITICAL_SCIENCE","GRAD",25
"Data Scientists at Work","POLITICAL_SCIENCE","UNDERGRAD",27
"Data Scientists at Work","PSYCHOLOGY","GRAD",29
"Data Scientists at Work","PSYCHOLOGY","UNDERGRAD",20
"Data Scientists at Work","STATISTICS","GRAD",17
"Data Scientists at Work","STATISTICS","UNDERGRAD",24
"Data Smart","COMPUTER_SCIENCE","GRAD",24
"Data Smart","COMPUTER_SCIENCE","UNDERGRAD",14
"Data Smart","DANCE","GRAD",16
"Data Smart","DANCE","UNDERGRAD",24
"Data Smart","ECONOMICS","GRAD",29
"Data Smart","ECONOMICS","UNDERGRAD",14
"Data Smart","ENGLISH","GRAD",18
"Data Smart","ENGLISH","UNDERGRAD",16
"Data Smart","MATHEMATICS","GRAD",23
"Data Smart","MATHEMATICS","UNDERGRAD",16
"Data Smart","POLITICAL_SCIENCE","GRAD",24
"Data Smart","POLITICAL_SCIENCE","UNDERGRAD",21
"Data Smart","PSYCHOLOGY","GRAD",23
"Data Smart","PSYCHOLOGY","UNDERGRAD",21
"Data Smart","STATISTICS","GRAD",18
"Data Smart","STATISTICS","UNDERGRAD",21
"Data Structures Using C & C++","COMPUTER_SCIENCE","GRAD",25
"Data Structures Using C & C++","COMPUTER_SCIENCE","UNDERGRAD",21
"Data Structures Using C & C++","DANCE","GRAD",21
"Data Structures Using C & C++","DANCE","UNDERGRAD",22
"Data Structures Using C & C++","ECONOMICS","GRAD",19
"Data Structures Using C & C++","ECONOMICS","UNDERGRAD",18
"Data Structures Using C & C++","ENGLISH","GRAD",20
"Data Structures Using C & C++","ENGLISH","UNDERGRAD",26
"Data Structures Using C & C++","MATHEMATICS","GRAD",10
"Data Structures Using C & C++","MATHEMATICS","UNDERGRAD",19
"Data Structures Using C & C++","POLITICAL_SCIENCE","GRAD",16
"Data Structures Using C & C++","POLITICAL_SCIENCE","UNDERGRAD",22
"Data Structures Using C & C++","PSYCHOLOGY","GRAD",24
"Data Structures Using C & C++","PSYCHOLOGY","UNDERGRAD",20
"Data Structures Using C & C++","STATISTICS","GRAD",27
"Data Structures Using C & C++","STATISTICS","UNDERGRAD",17
"Death of Superman, The","COMPUTER_SCIENCE","GRAD",21
"Death of Superman, The","COMPUTER_SCIENCE","UNDERGRAD",21
"Death of Superman, The","DANCE","GRAD",20
"Death of Superman, The","DANCE","UNDERGRAD",21
"Death of Superman, The","ECONOMICS","GRAD",23
"Death of Superman, The","ECONOMICS","UNDERGRAD",21
"Death of Superman, The","ENGLISH","GRAD",8
"Death of Superman, The","ENGLISH","UNDERGRAD",19
"Death of Superman, The","MATHEMATICS","GRAD",22
"Death of Superman, The","MATHEMATICS","UNDERGRAD",21
"Death of Superman, The","POLITICAL_SCIENCE","GRAD",13
"Death of Superman, The","POLITICAL_SCIENCE","UNDERGRAD",17
"Death of Superman, The","PSYCHOLOGY","GRAD",21
"Death of Superman, The","PSYCHOLOGY","UNDERGRAD",24
"Death of Superman, The","STATISTICS","GRAD",26
"Death of Superman, The","STATISTICS","UNDERGRAD",16
"Deceiver, The","COMPUTER_SCIENCE","GRAD",18
"Deceiver, The","COMPUTER_SCIENCE","UNDERGRAD",20
"Deceiver, The","DANCE","GRAD",14
"Deceiver, The","DANCE","UNDERGRAD",24
"Deceiver, The","ECONOMICS","GRAD",19
"Deceiver, The","ECONOMICS","UNDERGRAD",24
"Deceiver, The","ENGLISH","GRAD",20
"Deceiver, The","ENGLISH","UNDERGRAD",19
"Deceiver, The","MATHEMATICS","GRAD",20
"Deceiver, The","MATHEMATICS","UNDERGRAD",20
"Deceiver, The","POLITICAL_SCIENCE","GRAD",16
"Deceiver, The","POLITICAL_SCIENCE","UNDERGRAD",24
"Deceiver, The","PSYCHOLOGY","GRAD",24
"Deceiver, The","PSYCHOLOGY","UNDERGRAD",30
"Deceiver, The","STATISTICS","GRAD",27
"Deceiver, The","STATISTICS","UNDERGRAD",18
"Design with OpAmps","COMPUTER_SCIENCE","GRAD",20
"Design with OpAmps","COMPUTER_SCIENCE","UNDERGRAD",19
"Design with OpAmps","DANCE","GRAD",21
"Design with OpAmps","DANCE","UNDERGRAD",10
"Design with OpAmps","ECONOMICS","GRAD",22
"Design with OpAmps","ECONOMICS","UNDERGRAD",17
"Design with OpAmps","ENGLISH","GRAD",22
"Design with OpAmps","ENGLISH","UNDERGRAD",18
"Design with OpAmps","MATHEMATICS","GRAD",17
"Design with OpAmps","MATHEMATICS","UNDERGRAD",19
"Design with OpAmps","POLITICAL_SCIENCE","GRAD",28
"Design with OpAmps","POLITICAL_SCIENCE","UNDERGRAD",21
"Design with OpAmps","PSYCHOLOGY","GRAD",23
"Design with OpAmps","PSYCHOLOGY","UNDERGRAD",17
"Design with OpAmps","STATISTICS","GRAD",25
"Design with OpAmps","STATISTICS","UNDERGRAD",11
"Devil's Advocate, The","COMPUTER_SCIENCE","GRAD",18
"Devil's Advocate, The","COMPUTER_SCIENCE","UNDERGRAD",15
"Devil's Advocate, The","DANCE","GRAD",19
"Devil's Advocate, The","DANCE","UNDERGRAD",18
"Devil's Advocate, The","ECONOMICS","GRAD",15
"Devil's Advocate, The","ECONOMICS","UNDERGRAD",21
"Devil's Advocate, The","ENGLISH","GRAD",22
"Devil's Advocate, The","ENGLISH","UNDERGRAD",20
"Devil's Advocate, The","MATHEMATICS","GRAD",16
"Devil's Advocate, The","MATHEMATICS","UNDERGRAD",28
"Devil's Advocate, The","POLITICAL_SCIENCE","GRAD",24
"Devil's Advocate, The","POLITICAL_SCIENCE","UNDERGRAD",24
"Devil's Advocate, The","PSYCHOLOGY","GRAD",19
"Devil's Advocate, The","PSYCHOLOGY","UNDERGRAD",16
"Devil's Advocate, The","STATISTICS","GRAD",21
"Devil's Advocate, The","STATISTICS","UNDERGRAD",17
"Discovery of India, The","COMPUTER_SCIENCE","GRAD",28
"Discovery of India, The","COMPUTER_SCIENCE","UNDERGRAD",17
"Discovery of India, The","DANCE","GRAD",21
"Discovery of India, The","DANCE","UNDERGRAD",11
"Discovery of India, The","ECONOMICS","GRAD",25
"Discovery of India, The","ECONOMICS","UNDERGRAD",22
"Discovery of India, The","ENGLISH","GRAD",19
"Discovery of India, The","ENGLISH","UNDERGRAD",25
"Discovery of India, The","MATHEMATICS","GRAD",21
"Discovery of India, The","MATHEMATICS","UNDERGRAD",28
"Discovery of India, The","POLITICAL_SCIENCE","GRAD",23
"Discovery of India, The","POLITICAL_SCIENCE","UNDERGRAD",29
"Discovery of India, The","PSYCHOLOGY","GRAD",28
"Discovery of India, The","PSYCHOLOGY","UNDERGRAD",34
"Discovery of India, The","STATISTICS","GRAD",24
"Discovery of India, The","STATISTICS","UNDERGRAD",17
"Doctor in the Nude","COMPUTER_SCIENCE","GRAD",31
"Doctor in the Nude","COMPUTER_SCIENCE","UNDERGRAD",18
"Doctor in the Nude","DANCE","GRAD",13
"Doctor in the Nude","DANCE","UNDERGRAD",29
"Doctor in the Nude","ECONOMICS","GRAD",11
